1,2,3,4,5,6,7,8,9,10,11
181,762,674,674,643,750,881,72,112,721,52
476,661,71,125,327,594,824,574,188,250,511
900,682,930,904,585,460,82,122,208,335,764
61,684,687,978,889,161,876,420,730,254,721
22,350,463,788,506,173,358,108,828,963,157
181,331,219,289,841,534,752,529,832,249,373
248,327,500,415,3,544,559,275,344,719,508
163,671,746,626,144,108,8,405,515,731,970
564,564,978,931,67,532,277,741,59,78,193
747,272,866,514,966,440,970,231,42,530,837
54,628,90,357,719,753,218,528,606,523,780
603,861,357,172,53,209,625,973,882,732,762
197,397,361,609,257,745,815,580,471,973,54
945,852,570,853,524,373,850,5,225,345,833
852,256,167,568,558,630,864,370,802,588,515
145,304,694,373,105,655,912,526,399,945,16
62,834,439,916,606,101,664,64,773,429,701
977,826,878,885,0,998,195,897,860,971,173
285,188,927,733,476,802,285,60,276,118,229
560,566,727,624,755,627,971,646,739,546,888
89,971,8,801,29,339,744,194,83,551,807
196,347,117,205,695,994,119,193,976,40,454
439,879,959,278,300,782,330,927,725,764,677
945,825,21,646,965,736,297,708,242,264,782
721,1,59,212,624,321,82,435,223,25,332
764,713,795,879,669,159,149,704,134,182,982
617,431,142,842,149,234,89,230,110,814,718
854,663,573,124,833,792,279,855,417,876,179
546,199,648,858,805,223,67,448,381,306,575
908,135,951,687,743,141,904,216,477,184,321
60,791,685,437,392,510,591,97,226,979,972
408,606,270,131,258,541,75,640,541,117,181
298,489,350,223,296,940,324,898,710,477,335
214,843,112,834,632,629,869,779,244,697,647
241,515,466,362,448,163,474,202,237,624,21
341,277,284,901,73,52,627,519,425,612,129
223,180,634,698,119,231,673,28,154,856,845
724,252,925,348,392,845,676,986,846,471,178
669,427,856,346,943,771,731,430,193,488,199
310,105,715,840,750,858,780,81,589,840,401
954,821,594,578,163,775,616,200,776,496,286
641,352,699,421,25,925,5,676,170,629,74
978,755,504,236,672,701,591,9,494,413,50
3,303,738,209,632,180,199,590,80,735,614
542,765,468,811,495,260,430,906,121,423,996
28,962,299,837,343,860,898,624,945,211,261
822,832,734,349,128,517,643,780,901,294,66
480,177,538,488,625,693,341,47,479,218,726
509,831,403,227,26,410,472,240,60,671,279
637,736,565,955,552,438,768,330,161,700,739
307,935,562,253,633,470,490,55,893,80,410
718,525,352,571,674,518,696,752,367,127,105
274,446,441,465,925,712,432,764,220,846,844
969,999,437,768,302,347,722,474,642,789,189
988,962,298,426,18,450,790,221,515,33,277
743,81,817,263,916,945,49,902,749,404,519
485,436,4,394,651,851,252,491,987,123,976
159,557,961,940,644,817,315,846,107,612,348
672,669,730,482,837,267,850,590,113,507,272
857,774,416,292,860,101,512,926,715,6,946
968,899,985,386,704,23,795,696,301,468,122
715,703,801,874,314,212,85,759,322,747,791
672,409,990,556,183,115,246,293,351,703,287
284,873,340,934,713,704,656,550,577,152,447
535,656,566,333,514,919,168,531,179,194,524
425,871,722,286,668,724,455,812,588,84,362
640,753,513,281,677,793,723,492,658,478,924
783,748,166,15,471,645,938,923,4,728,610
387,741,475,928,29,769,883,462,401,878,983
870,85,719,455,990,812,118,475,498,331,149
477,158,885,259,41,423,205,867,587,55,577
187,807,843,145,894,667,372,232,394,947,578
638,106,720,400,485,97,769,302,538,613,915
604,214,196,258,934,232,261,44,768,784,971
210,550,293,633,269,723,994,247,351,687,705
784,593,762,281,963,217,691,667,611,372,825
554,874,429,316,492,570,644,279,819,978,942
569,633,574,223,466,640,546,50,562,453,221
929,222,440,366,869,979,634,808,63,865,850
894,61,641,174,52,79,164,899,528,647,730
323,637,810,116,265,126,135,158,298,814,869
348,790,325,720,144,645,865,124,527,962,80
978,952,787,975,344,107,383,232,935,30,884
592,42,461,301,191,71,401,178,265,775,207
288,772,768,130,642,126,870,346,249,813,9
791,823,937,482,409,105,166,407,172,673,537
785,365,872,936,474,912,137,708,145,652,646
679,402,634,226,19,837,254,17,540,92,294
652,457,564,982,358,270,574,197,820,825,574
422,687,8,703,281,569,814,281,706,874,995
152,602,936,826,720,453,215,120,714,384,485
920,684,646,582,415,885,55,295,467,860,656
614,562,874,855,23,914,678,747,816,728,674
491,259,678,383,730,752,577,673,811,423,313
248,117,418,884,39,445,624,424,851,259,394
367,858,948,664,731,347,92,792,842,670,342
213,394,915,709,727,660,57,45,876,828,511
966,932,608,843,842,267,163,954,269,275,406
711,536,965,80,791,705,175,219,612,127,546
84,446,872,660,933,346,873,971,768,535,281
548,19,667,741,139,698,905,26,668,978,884
645,321,898,939,353,258,343,464,997,127,47
491,828,919,120,206,378,105,634,760,697,214
717,356,563,900,210,579,78,575,8,618,500
41,571,407,804,973,456,513,622,374,388,568
107,59,646,984,529,958,838,101,951,225,59
411,93,243,299,41,982,377,111,385,820,871
532,929,441,906,440,952,422,139,219,517,845
932,703,250,769,832,415,718,772,940,651,393
587,202,975,965,747,504,136,185,594,793,828
452,509,833,639,672,49,875,858,768,139,404
678,877,982,780,757,515,393,765,922,244,219
998,465,171,782,664,871,317,282,139,211,70
960,157,42,238,143,246,855,780,944,752,467
932,192,793,20,678,663,394,468,263,847,960
537,488,674,463,684,285,831,648,280,314,711
754,214,118,206,349,6,328,397,886,43,142
424,153,878,771,101,817,959,325,745,297,143
511,7,633,583,460,857,495,273,982,490,855
719,168,431,765,803,117,981,86,292,398,154
537,563,907,190,544,708,380,288,877,654,783
541,297,295,341,685,251,335,753,376,251,409
538,114,289,707,32,385,353,802,422,41,848
146,883,930,80,245,929,749,194,850,911,835
766,278,86,28,352,379,455,197,595,190,670
196,65,998,371,956,222,507,955,132,512,529
280,707,785,56,794,511,15,301,52,801,430
178,320,17,821,584,389,558,644,560,528,653
766,632,685,84,738,692,722,23,985,33,519
153,548,372,614,651,517,499,544,319,407,703
9,658,902,412,960,780,819,869,371,804,532
420,579,963,874,801,357,636,993,502,640,813
407,805,162,677,646,528,309,971,80,797,368
457,730,515,222,943,194,578,468,337,738,944
189,568,403,373,41,641,938,212,577,830,574
746,152,402,543,331,363,835,564,230,506,328
929,110,374,306,103,617,549,870,318,586,122
851,988,210,174,612,812,450,506,7,372,156
803,787,421,528,569,834,101,791,770,555,772
236,612,486,251,464,483,234,667,591,817,538
962,549,346,13,891,316,396,56,432,773,872
434,873,421,229,944,791,868,409,126,25,928
18,688,992,957,519,222,961,600,126,739,505
601,534,925,0,245,28,226,754,799,567,768
632,425,186,353,656,142,83,190,300,493,322
102,315,651,781,280,67,452,658,578,980,953
120,235,782,693,769,590,273,99,226,162,697
534,716,809,218,191,925,641,145,951,433,517
966,368,775,486,978,512,673,717,344,734,135
758,919,634,358,833,118,63,709,683,643,738
93,899,24,835,77,479,5,167,236,66,289
627,975,297,437,442,627,774,809,843,337,608
327,617,699,299,24,233,272,190,954,660,398
858,708,137,533,952,298,750,907,967,496,107
113,980,881,138,468,163,423,50,311,822,563
855,953,914,816,746,71,723,416,684,245,745
53,441,290,423,272,193,726,413,637,112,928
416,838,792,632,957,801,914,818,982,831,256
845,685,309,526,393,685,838,344,542,778,48
143,674,407,357,603,801,626,314,726,939,339
506,112,557,549,510,194,233,435,28,143,857
177,322,332,724,406,251,776,979,291,41,573
772,78,147,102,133,155,884,149,343,627,927
417,611,80,104,58,598,635,184,877,843,636
197,615,314,691,961,80,557,876,888,699,918
621,541,784,397,927,511,1,510,363,771,838
44,54,554,153,706,889,51,590,876,754,312
731,31,329,131,220,699,304,210,718,185,98
208,985,114,210,149,938,464,389,250,449,951
515,847,215,173,960,811,569,827,23,118,931
285,235,116,774,386,634,293,573,472,939,812
419,802,752,891,936,414,69,934,39,931,545
970,504,364,276,241,429,166,674,302,547,977
406,635,67,274,516,976,416,237,956,347,938
500,287,152,562,475,635,635,818,155,426,651
121,318,599,902,905,740,765,658,353,549,270
156,88,943,338,478,886,669,749,321,411,585
364,663,524,211,485,764,433,171,630,93,172
817,93,746,582,770,306,379,103,251,777,155
632,184,872,71,578,298,189,518,857,702,949
480,517,828,817,662,284,258,195,710,0,39
21,781,964,527,760,981,915,477,964,707,625
343,958,160,485,523,937,450,375,554,516,877
699,796,663,201,204,878,172,894,336,787,454
171,37,36,71,671,237,97,77,464,642,433
569,797,675,298,515,374,861,101,15,142,50
111,376,855,531,112,501,822,450,919,928,255
298,559,131,761,908,80,404,322,698,31,972
163,567,543,260,503,36,251,585,260,22,822
363,422,182,73,589,591,548,301,782,788,756
837,795,468,395,523,656,579,568,390,484,334
476,62,622,978,740,17,453,672,206,708,935
366,180,85,372,880,182,671,27,192,751,693
303,825,101,931,372,752,2,562,979,68,946
392,814,486,215,333,107,209,339,439,264,656
480,222,990,490,786,92,26,774,446,516,816
439,214,517,165,735,466,950,687,120,744,919
642,431,91,739,672,891,239,653,566,106,11
543,530,637,733,329,438,149,337,795,449,237
714,986,106,78,519,111,146,124,766,854,505
979,82,953,190,170,793,401,369,782,100,253
180,887,366,307,388,968,542,232,654,915,713
926,507,380,263,185,113,818,632,491,256,922
651,209,50,966,573,853,85,667,294,10,169
752,150,602,958,158,19,93,854,109,394,577
859,344,741,159,473,46,141,571,639,555,502
284,131,480,135,318,812,104,700,412,392,299
563,864,421,235,427,777,998,443,989,426,13
669,720,93,10,567,506,753,236,903,252,167
674,177,398,926,581,681,284,532,65,374,412
262,403,395,916,226,125,409,901,217,69,776
137,692,250,499,926,438,479,116,669,86,610
415,234,776,727,490,78,112,628,76,940,16
281,334,461,43,171,78,967,325,199,826,448
872,262,152,65,328,909,180,194,586,692,815
704,71,144,842,676,169,247,964,46,971,685
831,162,315,19,807,867,193,550,598,774,3
112,633,424,314,73,121,51,921,858,472,318
309,623,94,713,773,425,533,229,591,23,788
249,781,459,768,779,730,664,265,682,188,955
49,521,486,338,243,632,943,2,126,477,963
437,906,133,331,207,980,465,615,985,827,773
641,128,147,253,566,912,157,840,413,574,307
845,13,173,668,528,525,38,619,817,443,486
544,678,488,210,13,396,746,995,531,932,766
743,537,465,227,672,698,167,912,834,578,82
146,274,978,108,748,631,606,71,796,160,299
766,720,370,514,13,20,485,77,448,819,686
315,501,999,275,117,899,758,969,232,188,187
926,568,695,840,748,484,123,681,264,227,189
175,564,354,901,229,201,542,272,902,61,801
119,28,300,449,4,194,855,400,785,685,89
849,704,897,847,151,716,882,493,180,975,466
580,106,747,10,407,262,150,714,470,324,805
840,807,650,525,368,418,528,982,194,788,919
985,235,751,54,63,690,191,846,728,944,696
840,437,902,620,863,103,455,763,368,246,774
776,554,453,761,516,998,785,790,323,517,437
454,626,174,219,531,396,824,771,279,894,608
381,334,83,873,533,286,194,5,11,155,694
414,901,870,480,832,353,913,7,424,855,695
215,336,295,642,281,549,129,205,126,817,51
849,945,727,210,726,638,803,252,850,519,408
757,608,640,217,389,968,57,960,534,302,61
948,456,440,78,894,732,301,8,110,972,210
625,338,546,981,739,733,35,392,468,350,429
885,815,194,417,227,190,384,779,444,783,391
441,114,114,519,419,441,642,260,502,755,9
903,486,497,823,225,979,472,627,496,28,392
416,366,900,95,876,286,497,677,893,122,427
10,300,652,188,825,186,99,579,419,3,982
431,173,900,39,602,473,233,957,415,362,130
441,366,929,999,197,369,443,98,951,604,641
395,553,802,649,497,412,175,22,890,398,805
95,938,596,159,436,606,557,166,304,152,193
951,503,812,459,634,621,172,624,699,103,82
127,856,140,227,329,1,583,589,40,898,970
87,174,546,117,455,47,790,951,333,706,129
365,580,852,978,274,181,610,889,302,321,997
371,426,837,655,760,369,98,133,483,440,408
466,490,950,51,954,981,507,408,122,409,74
861,800,651,362,129,737,169,910,190,366,771
168,159,84,146,968,596,199,642,806,615,925
673,10,297,984,94,811,187,632,316,735,521
28,107,862,3,439,566,608,100,251,525,413
438,644,402,471,181,698,159,83,8,48,418
524,95,179,113,476,52,55,605,575,356,810
519,311,998,717,281,54,75,277,625,43,374
161,469,81,967,390,182,497,578,645,380,873
760,710,468,560,278,651,673,236,973,570,972
409,3,495,750,202,674,360,558,63,786,112
424,161,396,17,214,861,816,938,543,804,427
769,748,542,339,847,836,776,599,35,218,624
794,827,371,587,347,675,856,150,302,210,542
313,463,115,753,682,269,392,332,284,46,656
870,755,601,285,646,753,604,181,755,355,371
658,709,27,607,364,710,306,598,506,378,615
32,186,521,11,988,811,817,692,125,260,156
230,678,814,779,436,469,493,131,128,229,215
595,848,572,97,727,849,302,961,420,286,565
767,259,266,214,987,70,792,161,172,789,187
829,780,606,487,902,912,581,115,552,634,505
796,911,740,948,205,872,48,948,135,520,965
214,337,994,955,141,993,152,789,344,988,417
362,504,34,305,197,305,157,840,598,543,770
161,763,875,264,285,773,976,811,283,96,746
684,630,776,734,536,831,587,237,708,757,821
47,509,671,388,624,695,662,368,11,358,716
775,363,486,48,667,827,307,898,388,57,694
900,37,855,257,509,943,927,734,431,628,86
819,17,20,267,83,673,774,732,926,637,374
961,653,51,646,713,290,479,439,471,723,111
403,487,205,407,544,91,652,595,374,684,240
191,393,538,959,349,998,640,455,869,830,757
91,356,596,294,352,298,525,812,554,825,894
392,185,980,175,919,3,358,376,781,869,338
251,634,429,629,510,958,936,495,588,509,84
540,631,608,22,649,975,65,822,679,337,985
894,419,680,554,314,401,139,20,56,620,910
365,421,627,333,579,763,220,268,382,876,955
94,710,998,692,265,68,525,446,127,68,890
538,3,107,984,810,809,327,445,427,560,718
842,846,916,993,925,895,823,758,470,116,857
153,424,18,89,290,123,267,161,556,561,515
984,220,30,119,950,730,971,903,152,452,498
733,801,499,334,202,3,951,494,517,310,283
85,860,432,440,420,324,443,880,749,72,814
466,563,937,836,460,313,66,533,906,888,870
884,508,871,399,151,688,682,130,153,629,522
26,308,637,399,666,457,239,357,236,132,887
791,214,517,517,524,582,281,512,59,994,603
783,140,930,822,808,33,44,997,76,212,332
970,91,385,164,436,209,707,40,679,126,227
942,408,625,674,608,953,929,197,203,586,993
572,394,142,486,647,861,583,396,270,328,679
723,498,839,954,872,893,287,869,935,654,805
887,909,186,460,19,949,190,166,366,267,93
548,808,614,457,802,785,462,402,646,641,612
446,522,574,52,404,31,680,406,722,452,888
28,801,378,958,51,343,681,511,806,721,256
773,470,469,880,83,649,152,581,961,594,411
143,859,736,954,373,158,248,934,450,152,26
852,503,228,820,307,919,253,858,300,632,180
26,46,285,207,598,909,394,136,834,278,914
864,501,628,627,356,305,30,966,827,235,211
298,293,12,836,214,275,875,254,265,762,150
640,233,271,862,859,356,580,802,117,72,531
862,724,973,495,733,514,475,20,729,821,844
591,764,174,58,536,589,495,461,42,465,32
729,644,222,753,538,196,301,634,704,325,128
159,230,921,532,966,930,476,76,976,515,663
254,525,521,187,121,88,370,490,271,757,408
450,571,561,731,469,199,317,461,643,647,646
49,140,902,100,546,831,161,721,710,815,967
833,555,170,509,624,777,565,943,313,944,233
533,118,967,409,559,461,746,180,451,7,453
917,948,486,138,203,871,34,145,28,37,584
452,577,950,868,10,74,261,45,529,272,272
69,576,730,419,969,292,33,535,172,150,420
652,845,995,622,459,267,368,90,182,134,75
876,668,914,586,675,724,854,356,375,453,109
832,987,122,405,301,494,111,87,678,114,410
420,866,710,225,242,502,142,783,418,846,799
688,634,713,960,545,351,869,290,742,740,492
283,552,664,530,763,350,694,851,116,535,568
57,150,185,272,752,884,860,302,360,889,813
540,203,281,55,134,669,499,723,191,384,959
655,179,396,848,506,732,926,48,725,142,664
645,290,936,874,63,237,219,517,772,448,145
828,272,350,246,254,984,922,429,144,388,948
527,577,734,891,844,954,841,853,336,734,61
438,180,964,63,496,700,635,914,335,208,166
892,14,420,542,864,619,718,43,579,186,893
496,792,581,202,261,114,880,232,667,370,760
163,425,165,198,890,766,417,982,768,123,60
498,291,123,752,800,790,542,120,47,165,132
884,65,130,635,998,170,286,340,431,600,766
929,636,17,815,330,545,712,82,603,944,747
126,468,185,952,992,371,722,369,194,933,426
935,666,258,836,420,914,738,536,752,731,350
340,261,569,180,288,192,862,335,770,879,61
222,331,217,356,686,322,459,641,863,390,109
860,155,977,336,731,313,845,705,196,164,13
706,220,864,107,668,672,242,433,772,842,894
711,858,434,698,901,677,939,121,580,442,489
77,931,170,895,703,89,386,589,31,85,49
693,235,277,239,560,780,101,697,19,827,181
637,574,147,741,414,813,448,562,751,245,197
246,592,981,490,285,394,394,350,100,816,872
111,274,594,928,463,622,334,487,599,597,841
292,136,738,972,625,797,52,219,405,130,515
750,144,778,533,246,237,424,550,304,137,733
21,591,898,133,858,349,200,541,376,216,231
77,554,676,51,40,245,520,946,32,667,123
428,866,107,235,441,434,269,844,181,171,122
939,518,288,917,294,33,486,787,78,33,738
419,520,940,506,562,257,486,941,705,13,387
994,870,591,631,9,95,641,706,777,203,357
639,32,616,778,737,839,380,929,906,467,385
574,339,461,490,670,204,7,795,765,548,414
562,484,16,876,944,262,201,650,550,37,443
950,282,874,562,313,123,667,79,12,30,900
334,630,301,504,47,268,115,791,585,384,631
661,281,646,685,508,900,156,1,436,522,4
346,758,646,331,811,810,454,78,862,105,54
497,835,205,603,370,187,944,594,125,668,61
485,412,586,39,275,78,27,297,759,185,721
636,242,505,474,351,193,414,710,29,803,40
584,260,445,649,698,119,301,742,515,694,739
996,850,118,690,570,686,734,348,44,27,722
274,378,657,194,886,92,28,655,194,525,723
36,704,648,800,535,121,234,509,642,196,851
128,309,282,523,624,223,328,115,975,790,262
699,183,877,321,831,414,596,750,570,537,324
95,412,248,974,34,238,395,873,974,626,842
392,525,298,938,616,475,846,927,921,530,453
751,767,175,867,501,175,336,669,25,230,378
836,265,195,988,546,759,339,295,540,146,770
729,216,21,593,164,714,622,538,725,780,171
726,537,480,201,224,446,348,752,712,379,392
268,221,389,831,871,247,980,96,645,430,890
401,666,906,404,107,171,265,400,587,581,234
737,129,469,935,664,777,101,108,709,858,873
290,350,163,814,944,897,210,753,465,864,797
885,819,734,356,208,941,286,895,983,364,243
619,440,124,45,203,967,573,654,531,615,132
944,534,423,609,102,553,773,634,550,490,376
849,233,259,261,821,297,964,847,59,977,790
733,272,744,476,674,898,552,107,498,827,428
773,869,310,311,204,556,787,636,394,138,128
834,962,50,207,555,541,300,338,611,589,741
355,626,902,538,845,796,343,280,557,821,993
368,174,535,244,839,952,906,65,121,650,417
332,612,397,306,868,145,831,863,5,290,858
579,500,740,530,19,987,805,128,135,289,318
549,842,582,387,231,106,716,185,784,839,713
167,74,36,922,635,105,610,172,976,762,605
862,621,309,719,862,117,352,278,177,449,914
845,152,715,610,823,197,840,60,974,246,417
318,250,545,144,389,281,541,569,788,580,106
515,501,452,927,904,694,758,30,201,666,578
378,604,919,289,16,13,39,550,37,125,753
728,30,913,649,45,889,528,806,675,660,358
90,49,631,307,220,746,330,46,857,667,0
263,92,767,327,511,654,125,465,839,17,240
705,957,496,305,196,983,876,53,736,31,106
318,445,68,526,29,353,104,29,450,988,233
851,147,983,858,807,356,172,420,106,252,440
775,725,140,352,849,176,295,480,729,519,933
778,727,859,846,334,936,375,746,307,79,632
128,854,500,300,540,216,76,84,967,984,185
25,830,689,238,178,950,849,564,648,53,88
34,505,477,949,920,540,707,305,927,527,500
426,724,133,6,628,924,359,970,52,651,42
872,200,926,215,595,644,346,179,501,144,503
453,929,366,425,90,935,340,765,225,793,646
591,183,369,247,729,729,453,465,828,459,418
110,330,686,370,488,837,183,361,453,827,156
57,314,444,535,566,84,556,674,845,709,933
456,279,859,263,90,397,158,120,716,19,605
138,344,186,99,105,345,394,425,538,701,489
813,665,291,871,968,273,57,274,726,717,889
499,395,746,757,252,516,790,313,447,246,31
48,705,260,936,161,511,27,619,609,786,104
956,280,576,558,629,720,888,383,4,932,90
69,921,604,326,915,414,532,740,649,91,749
266,165,521,671,424,133,782,730,583,573,420
400,118,253,709,847,132,519,315,589,105,940
703,547,158,581,422,955,164,797,249,461,617
814,216,711,206,448,732,486,704,868,488,345
646,898,882,628,684,838,362,0,595,374,444
614,763,17,405,883,467,464,984,591,602,267
571,847,908,223,684,245,269,226,906,959,550
985,790,645,607,735,559,358,933,588,547,552
91,127,189,93,721,68,680,198,239,137,60
723,781,557,999,501,334,849,654,522,659,500
896,449,865,189,63,452,692,67,34,58,83
800,960,117,482,324,713,164,481,911,606,233
71,393,23,974,91,497,133,789,820,965,840
43,580,254,949,407,35,50,594,921,545,884
342,602,522,204,14,919,193,583,709,338,645
586,174,866,469,710,119,27,655,57,586,153
408,270,87,716,195,361,222,131,375,294,841
479,113,308,257,377,135,537,7,286,714,806
920,835,794,145,706,941,610,25,742,880,697
474,524,23,447,341,653,670,732,270,609,684
411,349,734,11,627,830,876,582,868,90,480
433,32,246,123,241,868,595,258,229,395,735
794,276,790,485,609,908,422,381,487,776,37
14,39,740,358,225,26,143,844,326,767,193
171,535,838,534,628,691,776,991,204,646,616
180,669,739,480,15,302,416,620,582,389,158
588,318,589,904,759,128,348,909,11,932,822
762,817,661,394,371,14,310,582,688,306,981
115,432,419,743,601,546,45,344,575,551,508
138,491,684,625,54,465,911,733,103,430,528
269,375,169,354,695,491,247,718,453,135,835
131,169,773,632,663,508,651,443,687,777,269
412,200,88,462,803,393,282,175,302,690,702
585,215,827,511,719,67,199,814,475,377,184
299,910,754,447,699,782,291,229,383,590,579
703,197,172,994,697,588,507,741,987,877,174
285,56,483,674,38,262,619,763,745,151,396
684,666,986,976,759,776,437,109,22,460,888
17,798,982,811,496,301,527,540,349,382,688
964,114,63,765,831,63,825,447,402,351,866
985,445,931,478,113,875,274,327,863,359,390
42,365,570,649,332,789,477,880,303,764,671
697,896,589,168,772,183,151,23,954,366,490
562,300,453,3,919,348,413,925,243,873,490
787,229,425,278,829,606,576,646,41,382,901
91,515,125,152,949,159,303,627,643,134,442
534,301,434,224,922,968,424,567,722,485,22
667,859,141,266,349,26,674,853,878,17,770
530,362,852,92,194,667,788,616,919,775,32
705,47,383,846,921,775,510,260,243,953,287
296,162,465,202,214,493,26,149,284,984,442
466,778,322,336,227,291,995,667,396,507,206
893,886,113,763,185,557,444,143,221,844,969
169,611,727,549,852,880,252,343,382,731,340
282,834,236,649,720,45,182,142,64,294,897
470,358,763,51,539,925,343,350,563,549,144
128,335,839,965,528,404,961,913,357,596,362
310,164,716,253,79,120,288,911,282,78,177
720,55,545,253,277,416,130,635,728,590,562
230,418,200,575,769,870,975,861,179,145,677
647,159,534,454,528,132,779,274,521,775,460
783,601,883,30,910,909,939,898,611,335,581
449,155,560,171,258,850,446,70,975,239,100
882,573,918,588,195,393,938,202,280,155,893
314,960,572,587,732,633,505,876,730,557,46
88,749,635,121,352,577,852,398,35,925,396
155,920,732,571,647,999,769,756,179,238,395
415,317,368,190,398,284,778,321,618,976,647
952,479,858,227,838,674,259,966,547,793,590
276,46,231,588,493,761,608,493,191,757,55
294,575,975,822,6,352,154,61,358,14,85
537,75,249,29,747,211,190,284,354,320,913
437,778,78,35,647,166,368,490,951,942,961
133,681,651,300,461,1,376,304,462,285,257
76,636,66,26,348,68,295,266,32,74,9
250,67,438,49,542,412,485,890,91,439,573
126,828,902,352,197,5,220,639,971,645,380
765,356,790,715,666,150,840,916,133,420,744
914,438,2,107,357,502,615,774,426,710,443
528,856,773,969,269,860,296,577,569,897,803
590,464,600,694,322,775,985,145,992,606,882
761,406,616,168,480,3,164,889,903,459,849
276,189,175,352,906,240,432,44,999,396,671
764,331,172,429,379,318,652,653,806,568,701
150,368,399,187,240,899,187,814,228,931,656
795,720,826,887,68,56,996,573,126,34,101
409,765,940,111,625,58,358,233,214,610,575
688,110,376,396,702,316,621,964,170,54,454
400,686,360,880,11,947,818,155,301,170,565
246,439,798,849,718,792,907,481,15,586,908
910,710,566,256,66,420,464,732,372,122,146
419,589,946,728,392,747,237,680,72,39,951
235,733,287,294,586,42,277,421,65,303,999
309,981,163,956,248,686,550,50,856,511,738
482,974,605,419,925,995,330,102,81,986,579
70,898,593,193,187,53,906,823,44,730,901
217,162,465,656,320,67,234,942,251,151,310
193,880,180,824,821,361,831,905,410,323,119
278,787,693,704,83,331,918,997,52,848,266
143,741,991,141,929,542,109,660,228,41,782
105,279,585,735,996,417,408,129,391,108,802
73,737,278,972,65,772,280,879,922,420,263
392,373,306,21,930,240,787,602,371,290,16
890,557,90,242,98,848,724,161,617,875,694
967,953,319,522,405,920,928,703,297,253,644
792,715,807,293,917,341,126,380,548,180,881
313,360,59,14,152,788,961,122,264,318,197
393,281,448,965,632,761,962,910,317,857,755
694,953,42,807,270,638,934,321,848,617,975
86,574,727,881,879,628,924,318,301,203,674
258,719,750,509,204,638,358,55,678,527,112
808,430,92,807,893,504,783,583,489,187,547
6,128,351,768,788,626,666,435,355,839,304
762,341,426,567,827,292,510,455,91,40,495
518,679,177,930,767,848,154,704,981,973,595
611,336,264,452,703,631,963,136,493,517,277
725,266,748,699,715,10,77,219,204,925,352
525,862,214,989,945,428,772,791,414,263,643
894,407,751,816,893,123,198,899,634,230,622
874,99,55,825,202,275,901,504,915,120,352
695,805,765,76,170,652,42,874,232,863,354
930,856,142,580,652,421,745,765,297,941,219
295,922,103,583,301,348,697,110,289,992,446
546,321,536,835,113,0,505,244,553,437,380
600,497,256,111,578,105,289,779,29,737,222
954,265,569,572,742,263,297,157,186,546,752
632,103,222,696,260,477,335,825,868,201,844
154,165,76,133,271,742,373,22,60,672,560
205,902,857,131,308,243,702,135,995,690,67
275,193,908,612,339,720,703,816,135,195,158
799,79,36,594,627,615,196,233,45,278,856
22,203,58,270,534,526,629,398,762,420,842
183,132,339,997,867,836,421,790,946,787,523
880,217,93,273,889,310,910,543,554,985,750
341,716,790,510,502,181,928,745,409,667,769
789,64,401,905,20,423,866,7,118,306,725
729,65,309,625,996,544,248,919,620,215,940
505,832,233,573,786,576,167,641,493,873,51
401,369,312,850,817,605,891,123,25,255,421
822,763,613,964,641,79,475,326,15,534,814
125,476,970,129,936,438,21,497,733,580,527
369,987,939,677,909,633,892,178,558,849,989
788,437,404,84,123,117,131,213,914,368,422
165,20,37,162,607,497,794,741,23,846,200
597,919,397,634,300,508,110,743,39,935,89
774,612,573,148,845,396,613,472,874,581,917
485,426,331,171,612,181,218,320,749,490,915
333,383,580,894,481,139,966,639,364,197,993
329,668,631,66,650,707,278,124,275,347,239
316,47,132,137,505,73,627,252,615,270,87
924,613,440,140,392,515,194,111,979,904,235
518,514,312,957,431,418,92,624,206,363,275
652,948,893,349,971,504,722,655,577,336,984
436,866,903,547,786,966,938,951,671,400,286
37,791,448,303,786,455,35,169,827,537,82
910,103,815,945,810,218,448,180,830,1,153
631,367,891,74,413,624,925,585,572,291,397
528,317,742,988,0,841,479,527,652,386,133
109,183,825,600,750,907,585,327,857,220,28
703,18,662,524,132,225,766,814,625,81,812
751,284,675,974,31,78,614,402,812,646,735
377,112,812,578,230,438,759,384,241,564,870
754,646,243,249,957,516,16,853,566,685,839
149,366,541,126,985,775,684,546,121,927,612
578,671,147,397,70,53,125,632,223,220,32
257,963,142,489,533,999,91,24,882,307,734
440,374,649,583,485,712,954,145,511,503,178
11,369,218,588,30,434,110,888,663,153,951
191,730,446,64,531,853,561,597,229,510,643
459,1,116,909,686,222,169,204,724,325,631
848,773,318,314,406,544,739,378,457,762,544
740,35,695,348,737,909,635,229,323,414,750
178,3,923,595,756,832,488,34,682,631,2
27,205,88,5,121,654,251,838,628,568,41
638,62,118,113,386,916,215,915,271,282,720
444,668,208,444,960,305,580,390,279,121,441
439,690,326,864,119,896,936,332,230,103,398
210,705,894,190,76,736,26,566,470,935,462
696,356,907,658,783,764,93,842,939,791,683
432,340,804,906,844,688,665,177,851,88,658
535,907,901,278,980,425,511,464,621,503,904
42,848,716,584,673,791,896,779,796,377,871
75,233,915,463,239,919,196,181,38,0,185
741,841,283,516,912,319,329,310,274,131,589
467,383,849,926,404,948,703,11,906,569,650
587,208,648,399,437,952,911,383,732,512,784
281,716,761,566,634,923,224,503,311,250,128
890,25,804,403,129,937,284,737,789,375,401
265,911,159,850,544,895,616,300,795,523,60
